code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3660992004379	https://world.openfoodfacts.org/product/3660992004379	kiliweb	1569174166	1569174167	Asperges blanches moyennes et grosses St John's																					en:france																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded								https://static.openfoodfacts.org/images/products/366/099/200/4379/nutrition_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/366/099/200/4379/nutrition_fr.3.200.jpg		54	54		0	0																																			1.6	0.44										1.6				0	0																																																				
8414985210132	https://world.openfoodfacts.org/product/8414985210132	kiliweb	1569269662	1569269663	Brotes germinados																					en:es																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/841/498/521/0132/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/498/521/0132/front_es.3.200.jpg	https://static.openfoodfacts.org/images/products/841/498/521/0132/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/498/521/0132/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/841/498/521/0132/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/841/498/521/0132/nutrition_es.5.200.jpg		54	54		0.45	0																																			2.08	1.8										1.05				0.89	0.356																																																				
7624841015486	https://world.openfoodfacts.org/product/7624841015486	kiliweb	1569317949	1571050887	Kimchi													en:vegan	en:vegetarian,en:vegan							en:ch																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/762/484/101/5486/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/ingredients_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/762/484/101/5486/nutrition_fr.5.200.jpg		54	54		0	0																																			1.4	1.3										1				1.5	0.6																																																				
5411188128847	https://world.openfoodfacts.org/product/5411188128847	kiliweb	1569323393	1569323394	Alpro roasted almond unsweetened																					en:gb																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/541/118/812/8847/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/541/118/812/8847/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/541/118/812/8847/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/541/118/812/8847/front_en.3.200.jpg			https://static.openfoodfacts.org/images/products/541/118/812/8847/nutrition_en.5.400.jpg	https://static.openfoodfacts.org/images/products/541/118/812/8847/nutrition_en.5.200.jpg		54	54		1.1	0.1																																			0	0										0.4				0.14	0.056																																																				
3760153581890	https://world.openfoodfacts.org/product/3760153581890	kiliweb	1569337182	1569337184	Petites aubergines malgaches																					en:fr																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/376/015/358/1890/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/376/015/358/1890/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/376/015/358/1890/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/376/015/358/1890/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/376/015/358/1890/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/376/015/358/1890/nutrition_fr.5.200.jpg		59	59		0.6	0																																			0.6	0										0.6				1.4	0.56																																																				
8411916083568	https://world.openfoodfacts.org/product/8411916083568	kiliweb	1569366206	1569366208	Judías verdes Extra finas																					en:es																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/841/191/608/3568/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/191/608/3568/front_es.3.200.jpg	https://static.openfoodfacts.org/images/products/841/191/608/3568/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/191/608/3568/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/841/191/608/3568/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/841/191/608/3568/nutrition_es.5.200.jpg		59	59		0.1	0.1																																			4.4	0.3										0.4				0.5	0.2																																																				
7613312253861	https://world.openfoodfacts.org/product/7613312253861	kiliweb	1569413593	1569413595	MClassic Lemon																					en:ch																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/761/331/225/3861/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/761/331/225/3861/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/761/331/225/3861/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/761/331/225/3861/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/761/331/225/3861/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/761/331/225/3861/nutrition_fr.5.200.jpg		59	59		0	0																																			3.5	3.5										0				0	0																																																				
8693891196185	https://world.openfoodfacts.org/product/8693891196185	kiliweb	1569416924	1569416925	Oncu Antep Paprikamark Mild																					en:france																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded								https://static.openfoodfacts.org/images/products/869/389/119/6185/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/869/389/119/6185/nutrition_fr.5.200.jpg		59	59		1	0.1																																			14.6	7.3										4				4	1.6																																																				
5414026143125	https://world.openfoodfacts.org/product/5414026143125	kiliweb	1569435987	1569436739	Champignons																					en:fr																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/541/402/614/3125/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/541/402/614/3125/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/541/402/614/3125/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/541/402/614/3125/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/541/402/614/3125/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/541/402/614/3125/nutrition_fr.5.200.jpg		59	59		0	0																																			0.4	0.2										2.3				0	0																																																				
8437008711157	https://world.openfoodfacts.org/product/8437008711157	kiliweb	1569439703	1569440395	Lechuga primavera																					en:es																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/843/700/871/1157/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/843/700/871/1157/front_es.3.200.jpg	https://static.openfoodfacts.org/images/products/843/700/871/1157/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/843/700/871/1157/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/843/700/871/1157/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/843/700/871/1157/nutrition_es.5.200.jpg		54	54		0.2	0.03																																			3.1	1.2										1.2				0.05	0.02																																																				
0060383651138	https://world.openfoodfacts.org/product/0060383651138	kiliweb	1569453751	1569453753	Sauce tomate																					en:ca																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/006/038/365/1138/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/006/038/365/1138/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/006/038/365/1138/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/006/038/365/1138/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/006/038/365/1138/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/006/038/365/1138/nutrition_fr.5.200.jpg		54	54		0	0																																			3	1.5										0.5				0.1	0.04																																																				
5707577123020	https://world.openfoodfacts.org/product/5707577123020	kiliweb	1569497074	1569497076	Heat fonctionnal energy																					en:fr																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/570/757/712/3020/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/570/757/712/3020/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/570/757/712/3020/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/570/757/712/3020/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/570/757/712/3020/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/570/757/712/3020/nutrition_fr.5.200.jpg		54	54		0	0																																			0	0										0				0.27	0.108																																																				
8411904041228	https://world.openfoodfacts.org/product/8411904041228	kiliweb	1569602432	1569602433	Yemas esparragos																					en:es																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/841/190/404/1228/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/190/404/1228/front_es.3.200.jpg	https://static.openfoodfacts.org/images/products/841/190/404/1228/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/190/404/1228/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/841/190/404/1228/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/841/190/404/1228/nutrition_es.5.200.jpg		59	59		0.4	0.4																																			1.9	1.6										1.2				0.67	0.268																																																				
8410072100218	https://world.openfoodfacts.org/product/8410072100218	kiliweb	1569700538	1569700539	Esparragos 8_12 kilo																					en:es																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/841/007/210/0218/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/007/210/0218/front_es.3.200.jpg	https://static.openfoodfacts.org/images/products/841/007/210/0218/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/007/210/0218/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/841/007/210/0218/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/841/007/210/0218/nutrition_es.5.200.jpg		54	54		0.3	0.1																																			1.9	1.7										1.7				0.32	0.128																																																				
5449000267368	https://world.openfoodfacts.org/product/5449000267368	kiliweb	1569753968	1574933180	Lemon Still Water							Flavored waters	en:beverages,en:waters,en:flavored-waters													Belgium																	c		Beverages	Waters and flavored waters	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:flavored-waters	https://static.openfoodfacts.org/images/products/544/900/026/7368/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/544/900/026/7368/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/544/900/026/7368/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/544/900/026/7368/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/544/900/026/7368/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/544/900/026/7368/nutrition_fr.5.200.jpg		59	59		0	0																																			3.3	3.3										0				0.07	0.028																																												5	0							
7640175930097	https://world.openfoodfacts.org/product/7640175930097	kiliweb	1569755315	1569755317	Vitalay ice tea maté																					en:ch																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/764/017/593/0097/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/764/017/593/0097/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/764/017/593/0097/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/764/017/593/0097/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/764/017/593/0097/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/764/017/593/0097/nutrition_fr.5.200.jpg		54	54		0.5	0																																			3.4	2.9										0.5				0	0																																																				
8411170040420	https://world.openfoodfacts.org/product/8411170040420	kiliweb	1569755869	1572192705	Corazones de alcachofas Marzo							Artichoke hearts	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetable-rods,en:artichokes,en:artichoke-hearts													en:france																	a		Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:artichoke-hearts	https://static.openfoodfacts.org/images/products/841/117/004/0420/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/841/117/004/0420/front_en.4.200.jpg	https://static.openfoodfacts.org/images/products/841/117/004/0420/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/841/117/004/0420/front_en.4.200.jpg			https://static.openfoodfacts.org/images/products/841/117/004/0420/nutrition_en.6.400.jpg	https://static.openfoodfacts.org/images/products/841/117/004/0420/nutrition_en.6.200.jpg		54	54		0.2	0.1																																			4.8	0.3										2				0.9	0.36																																												-3	-3							
8410139190022	https://world.openfoodfacts.org/product/8410139190022	elcoco	1569758472	1573680779	Judias Verdes							Canned green beans	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:fruits-and-vegetables-based-foods,en:legumes,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:green-beans,en:canned-legumes,en:canned-green-beans													Spain																	a		Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:green-beans	https://static.openfoodfacts.org/images/products/841/013/919/0022/front_es.4.400.jpg	https://static.openfoodfacts.org/images/products/841/013/919/0022/front_es.4.200.jpg	https://static.openfoodfacts.org/images/products/841/013/919/0022/front_es.4.400.jpg	https://static.openfoodfacts.org/images/products/841/013/919/0022/front_es.4.200.jpg			https://static.openfoodfacts.org/images/products/841/013/919/0022/nutrition_es.3.400.jpg	https://static.openfoodfacts.org/images/products/841/013/919/0022/nutrition_es.3.200.jpg		59	59		0.5	0.5																																			1.8	0.5										0.79				0.94	0.376																																												-1	-1							
8412749007714	https://world.openfoodfacts.org/product/8412749007714	kiliweb	1569775734	1569776360	Pepinillos																					en:france																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded								https://static.openfoodfacts.org/images/products/841/274/900/7714/nutrition_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/841/274/900/7714/nutrition_fr.3.200.jpg		54	54		0.22	0.1																																			1.4	1.38										1.11				3.1	1.24																																																				
5060452360027	https://world.openfoodfacts.org/product/5060452360027	kiliweb	1569859418	1569859421	EQUINOX Raspberry & Elderflower																					en:gb																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/506/045/236/0027/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/506/045/236/0027/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/506/045/236/0027/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/506/045/236/0027/front_en.3.200.jpg			https://static.openfoodfacts.org/images/products/506/045/236/0027/nutrition_en.5.400.jpg	https://static.openfoodfacts.org/images/products/506/045/236/0027/nutrition_en.5.200.jpg		59	59		0.1	0.1																																			3.5	3.4										0.1				0	0																																																				
8421251907085	https://world.openfoodfacts.org/product/8421251907085	elcoco	1569935451	1573211420	Setas Shitake																					en:spain																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/842/125/190/7085/front_es.4.400.jpg	https://static.openfoodfacts.org/images/products/842/125/190/7085/front_es.4.200.jpg	https://static.openfoodfacts.org/images/products/842/125/190/7085/front_es.4.400.jpg	https://static.openfoodfacts.org/images/products/842/125/190/7085/front_es.4.200.jpg			https://static.openfoodfacts.org/images/products/842/125/190/7085/nutrition_es.3.400.jpg	https://static.openfoodfacts.org/images/products/842/125/190/7085/nutrition_es.3.200.jpg		59	59		0	0																																			1.3	0										1.8				1	0.4																																																				
5400141276107	https://world.openfoodfacts.org/product/5400141276107	kiliweb	1569941669	1569941670	Coeurs de laitue																					en:be																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/540/014/127/6107/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/540/014/127/6107/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/540/014/127/6107/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/540/014/127/6107/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/540/014/127/6107/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/540/014/127/6107/nutrition_fr.5.200.jpg		54	54		0.5	0																																			0.5	0.5										1.4				0.02	0.008																																																				
9020200017616	https://world.openfoodfacts.org/product/9020200017616	kiliweb	1569998611	1569998613	Lait d'amande Sans sucres																					en:france																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/902/020/001/7616/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/902/020/001/7616/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/902/020/001/7616/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/902/020/001/7616/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/902/020/001/7616/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/902/020/001/7616/nutrition_fr.5.200.jpg		59	59		1.2	0.1																																			0.1	0										0.4				0.12	0.048																																																				
57066295	https://world.openfoodfacts.org/product/57066295	kiliweb	1570007352	1570007353	Peach mango relax																					en:fr																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/57066295/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/57066295/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/57066295/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/57066295/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/57066295/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/57066295/nutrition_fr.5.200.jpg		54	54		0.1	0.1																																			3.1	2.8										0.1				0.02	0.008																																																				
